Job Title,Key Skills,Functional Area,Industry,Predicted_Category
Head/VP/GM/National Manager -Sales, Production Planning| Sales Planning| Purchase| Inventory Control| New Product| MIS Reporting,"Sales , Retail , Business Development","Chemicals, PetroChemical, Plastic, Rubber",Others
Software Developer, java| rest| spring boot| web services| microservices| spring framework| cloud foundry| sql database| AWS,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
Associate/Senior Associate -(NonTechnical), bpo| inbound| international bpo| inbound voice process| telesales| outbound sales| international voice process| international voice| voice support| tech mahindra| outbound calling| lead generation| sales| mba| bd| cold calling| teleperformance,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",IT
Executive/ Sr Executive - Administration, hr administration| HR| administrative executive| HR & Admin| admin executive,"HR , Recruitment , Administration , IR","Education, Teaching, Training",Others
Software Developer, visualforce| Salesforce Developer| Customization| Salesforce.com| SOAP| apex| REST| force.com| Salesforce,"IT Software - ERP , CRM","IT-Software, Software Services",IT
Software Developer, C| Python| Six Sigma| PMP| .NET| HTML| JavaScript| SQL| Oracle| assembly language| Real Time Operating Systems| development| design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
Project Manager-Telecom, Sales| Marketing| Strategy| Demand Generation| Exhibitions| Market Planning| Capacity Building| Network Rollout,"Site Engineering , Project Management","Telcom, ISP",IT
Associate/Senior Associate -(NonTechnical), bpo| customer service| blended process| voice process| inbound| chat process| email process| non voice| interpersonal skills| call center| fresher| email| telecalling| telesales,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",IT
Software Developer, Automation| Change management| Production support| Agile| Problem management| Incident management| Customer service| Asset management| Release management| Monitoring,"IT Software - Application Programming , Maintenance","Banking, Financial Services, Broking",IT
Sales/Business Development Manager, software services| cold calling| prospecting| inbound| outsourcing| consulting| alliances| selling| call center| ms office,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Others
Solution Architect / Enterprise Architect,Enterprise Architecture|Application Development|Application Architecture|Software Development|Application Software|Regulatory Issues|Solution Development|Architectural Design|Solution Design|Solution Architecture,"IT Software - Application Programming , Maintenance",Telecom / ISP,IT
Business Analyst, Business Analyst| Business Analysis,"IT Software - Application Programming , Maintenance","Automobile, Auto Anciliary, Auto Components",IT
Software Developer, Upgradation| Installation| Project Management| SQL Database| Patching,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
Marketing Research Executive/Manager, MS Office Powerpoint| Excel| Packaging| Internet marketing| SEO| MS Office| Powerpoint| Marketing Executive| SEO Executive,"Marketing , Advertising , MR , PR , Media Planning","IT-Software, Software Services",Marketing
Associate/Senior Associate -(Technical), Outbound| Service| Technical support| Target| process| Technical| Inbound calls| US shift| Business Executive| Comp,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",IT
Software Developer, Web services| SFDC| Technical design| Web services testing| HR| Test cases| Salesforce| Testing,"IT Software - ERP , CRM","Recruitment, Staffing",IT
Software Developer, copyright| information technology| solutions| hr| developer| it| salary| ios| email,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
System Analyst, Chef| Infrastructure Architect| JSON| SOAP| Storage| Ansible| Puppet| Web Services| azure,IT Software - Other,"IT-Software, Software Services",IT
DBA, SQL Server Dba,"IT Software - DBA , Datawarehousing","IT-Software, Software Services",IT
Testing Engineer, software testing,IT Software - QA & Testing,"IT-Software, Software Services",IT
Client Servicing Executive, digital marketing| Social Work| computer operating| online marketing| office assistant| social media marketing| back office executive| business development| human resource management| online advertising,"Marketing , Advertising , MR , PR , Media Planning","Travel , Hotels , Restaurants , Airlines , Railways",Marketing
System Administrator, mac os| technical support| active directory| ldap| customer service| directory services| saml| networking| single sign on| windows| radius,"IT Hardware , Technical Support , Telecom Engineering",IT-Hardware & Networking,IT
Fresher, call center executive| bpo executive| international call center| customer care executive,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",IT
Sales/Business Development Manager, Sales| Relationship Management| RM| Client Relationship| Investment Products,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Others
ERP Consultant, SAP PP| Qm,"IT Software - ERP , CRM","IT-Software, Software Services",IT
Software Developer,spring boot| Java| software development| gwt| struts| j2ee| hibernate| core java| javascript,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
Quality Assurance/Quality Control Manager, quality assurance| customer experience| service excellence| quality tools| root cause analysis| customer service| continuous improvement| network analysis| performance management,"ITES , BPO , KPO , LPO , Customer Service , Operations","Telcom, ISP",IT
Software Developer, text analytics| marketing| social media| buyer activities| machine learning| media management| entry level| web technologies| information technology,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
Functional Outside Consultant, Techno - Functional Consultant| Peoplesoft HRMS| Peoplesoft| PeopleSoft HCM| SQL,"IT Software - DBA , Datawarehousing","IT-Software, Software Services",IT
Service/Maintenance Engineer, Training| Spare parts| After sales service| Application management| Electronics| Infrastructure| Instrumentation| Preventive maintenance| Project execution| Inventory,"Production , Manufacturing , Maintenance","Construction, Engineering, Cement, Metals",IT
Client Servicing/Key Account Manager, Account management| Hardware networking| Revenue generation| IT infrastructure| IT hardware| Manager Client Servicing| Sales strategy| PSU| OEM| Hardware Management,"Sales , Retail , Business Development","IT-Software, Software Services",Others
Software Developer,Core Java| Advanced Java| Spring Framework| Eclipse IDE| Multithreading| Design Patterns| Javascript| J2Ee| SQL| OOPS,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
Executive/ Sr Executive - Administration, Office Administration| Procurement| Vendor Management| Logistics| Inventory Management| Liaison| Dispatch| warehouse| supply chain,"HR , Recruitment , Administration , IR","Wellness , Fitness , Sports, Beauty",Others
Team Lead/Technical Lead,spring| Java| Spring Mvc| Java Architecture| Javascript| J2Ee| Spring Boot| hibernate| Devops,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
Software Developer,Java|Google App Engine|Docker|Cassandra|MySQL|Hadoop|Redis|Bash|Groovy|Oracle,IT Software - Other,IT-Software / Software Services,IT
Warehouse Manager, Outbound| Material Management| Receiving| Inventory Management| Transportation| Stock Control| Warehouse Management| Supply Chain| Logistics| Warehouse Operations,Purchase / Logistics / Supply Chain,"Retail, Wholesale",Others
Testing Engineer, QA| SQA| Excel| Medical insurance,IT Software - QA & Testing,"IT-Software, Software Services",IT
R&D Executive, engine| powertrain,"Engineering Design , R&D","Automobile, Auto Anciliary, Auto Components",IT
Project Manager-IT/Software,SAP B1| SAP Business One| Project Management| SAP| Gap Analysis| Costing| Budgeting| forecasting| Techno| Commercial| Functional Consultant| technical consultant| Project Manager| project lead,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
Software Developer, c#| asp.net ajax| asp.net mvc| asp dot net| dotnet| c sharp| asp dotnet| asp .net| c# . net| wpf| ajax| dot net| silverlight| . net| oops| t - sql| asp.net| .net| wcf| MVC| c#.net,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
Software Developer, front end| database management| php mysql| software development| php| mysql| user experience| software developer| angularjs,IT Software - Mainframe,"Education, Teaching, Training",IT
Software Developer,JAVA| PostGreSQL| IPv6| IPv4| SSH| JSON| JQuery| SSL| SOAP| Adobe Photoshop| REST| Linux| XML| Javascript| SNMP| bash| Ajax| AXIS,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
Software Developer, Architectural design| Javascript| MongoDB| bca| software| mca| web| design| developer| api| angularjs| programming,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
Software Developer, c#| react.js| node.js| .net| data structures| agile development| javascript,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT
Sales/Business Development Manager, Direct sales| International sales| Technical sales| Management| Project design,"Sales , Retail , Business Development","Industrial Products, Heavy Machinery",Others
Head/VP/GM-HR, Payroll| HRM| Counselling| Corporate HR| HR policies| DGM| Core HR| Automotive| Employee relations,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Others
